Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,All New Zealand Businesses - Medium degree,Percent,15,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Maori authorities - Low degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Other Maori enterprises - Low degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,All New Zealand Businesses - Low degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Maori authorities - Did not hamper,Percent,58,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Other Maori enterprises - Did not hamper,Percent,59,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,All New Zealand Businesses - Did not hamper,Percent,59,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Maori authorities - High degree,Percent,4,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Other Maori enterprises - High degree,Percent,2,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,All New Zealand Businesses - High degree,Percent,4,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Maori authorities - Medium degree,Percent,9,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Other Maori enterprises - Medium degree,Percent,7,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,All New Zealand Businesses - Medium degree,Percent,8,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Maori authorities - Low degree,Percent,23,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Other Maori enterprises - Low degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,All New Zealand Businesses - Low degree,Percent,17,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Maori authorities - Did not hamper,Percent,65,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,Other Maori enterprises - Did not hamper,Percent,71,2023
Table 23,Barriers to innovation,By business type,Lack of cooperation with other businesses,All New Zealand Businesses - Did not hamper,Percent,71,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Maori authorities - High degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Other Maori enterprises - High degree,Percent,1,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,All New Zealand Businesses - High degree,Percent,3,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Maori authorities - Medium degree,Percent,11,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Other Maori enterprises - Medium degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,All New Zealand Businesses - Medium degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Maori authorities - Low degree,Percent,12,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Other Maori enterprises - Low degree,Percent,17,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,All New Zealand Businesses - Low degree,Percent,12,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Maori authorities - Did not hamper,Percent,73,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,Other Maori enterprises - Did not hamper,Percent,78,2023
Table 23,Barriers to innovation,By business type,Access to intellectual property rights,All New Zealand Businesses - Did not hamper,Percent,80,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Maori authorities - High degree,Percent,17,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Other Maori enterprises - High degree,Percent,13,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,All New Zealand Businesses - High degree,Percent,11,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Maori authorities - Medium degree,Percent,27,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Other Maori enterprises - Medium degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,All New Zealand Businesses - Medium degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Maori authorities - Low degree,Percent,18,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Other Maori enterprises - Low degree,Percent,26,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,All New Zealand Businesses - Low degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Maori authorities - Did not hamper,Percent,40,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,Other Maori enterprises - Did not hamper,Percent,40,2023
Table 23,Barriers to innovation,By business type,Lack of appropriate personnel,All New Zealand Businesses - Did not hamper,Percent,49,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Maori authorities - High degree,Percent,18,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Other Maori enterprises - High degree,Percent,17,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,All New Zealand Businesses - High degree,Percent,18,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Maori authorities - Medium degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Other Maori enterprises - Medium degree,Percent,25,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,All New Zealand Businesses - Medium degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Maori authorities - Low degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Other Maori enterprises - Low degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,All New Zealand Businesses - Low degree,Percent,19,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Maori authorities - Did not hamper,Percent,37,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,Other Maori enterprises - Did not hamper,Percent,37,2023
Table 23,Barriers to innovation,By business type,Lack of management resources,All New Zealand Businesses - Did not hamper,Percent,42,2023
Table 23,Barriers to innovation,By business type,Government regulation,Maori authorities - High degree,Percent,8,2023
Table 23,Barriers to innovation,By business type,Government regulation,Other Maori enterprises - High degree,Percent,11,2023
Table 23,Barriers to innovation,By business type,Government regulation,All New Zealand Businesses - High degree,Percent,9,2023
Table 23,Barriers to innovation,By business type,Government regulation,Maori authorities - Medium degree,Percent,16,2023
Table 23,Barriers to innovation,By business type,Government regulation,Other Maori enterprises - Medium degree,Percent,13,2023
Table 23,Barriers to innovation,By business type,Government regulation,All New Zealand Businesses - Medium degree,Percent,12,2023
Table 23,Barriers to innovation,By business type,Government regulation,Maori authorities - Low degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Government regulation,Other Maori enterprises - Low degree,Percent,20,2023
Table 23,Barriers to innovation,By business type,Government regulation,All New Zealand Businesses - Low degree,Percent,15,2023
Table 23,Barriers to innovation,By business type,Government regulation,Maori authorities - Did not hamper,Percent,52,2023
Table 23,Barriers to innovation,By business type,Government regulation,Other Maori enterprises - Did not hamper,Percent,55,2023
Table 23,Barriers to innovation,By business type,Government regulation,All New Zealand Businesses - Did not hamper,Percent,64,2023
Table 24,Percentage of businesses reporting employee participation in training,By type of training,Professional / technical skills,Maori authorities,Percent,79,2023
Table 24,Percentage of businesses reporting employee participation in training,By type of training,Professional / technical skills,Other Maori enterprises,Percent,83,2023
Table 24,Percentage of businesses reporting employee participation in training,By type of training,Professional / technical skills,All New Zealand businesses,Percent,77,2023
