Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,33,2020,1 me 2 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,25,2014,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,S,2016,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,20,2018,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,22,2020,1 me 2 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga uepu Maori,Orau o nga umanga he whai ipurangi,45,2014,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga uepu Maori,Orau o nga umanga he whai ipurangi,S,2016,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga uepu Maori,Orau o nga umanga he whai ipurangi,50,2018,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga uepu Maori,Orau o nga umanga he whai ipurangi,54,2020,1 me 2 me 3
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga katoa o Aotearoa,Orau,71,2014,1
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga katoa o Aotearoa,Orau,73,2016,1
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga katoa o Aotearoa,Orau,73,2018,1
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga katoa o Aotearoa,Orau,75,2020,1 me 2
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,"Nga umanga iti, wawaenga Maori",Orau,74,2014,1 me 4
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,"Nga umanga iti, wawaenga Maori",Orau,75,2016,1 me 4
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,"Nga umanga iti, wawaenga Maori",Orau,74,2018,1 me 4
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,"Nga umanga iti, wawaenga Maori",Orau,77,2020,1 me 2 me 4
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga tapoi Maori,Orau,100,2014,1 me 5
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga tapoi Maori,Orau,100,2016,1 me 5
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga tapoi Maori,Orau,100,2018,1 me 5
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga umanga tapoi Maori,Orau,94,2020,1 me 2 me 5
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga uepu Maori,Orau,83,2014,1 me 3
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga uepu Maori,Orau,S,2016,1 me 3
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga uepu Maori,Orau,62,2018,1 me 3
Ripanga 17,Kanohi kitea i te ipurangi,Ma te momo umanga,-,Nga uepu Maori,Orau,69,2020,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga katoa o Aotearoa,Orau,94,Taumata ohiti 1,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga katoa o Aotearoa,Orau,72,Taumata ohiti 2,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga katoa o Aotearoa,Orau,34,Taumata ohiti 3,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga katoa o Aotearoa,Orau,20,Taumata ohiti 4,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga katoa o Aotearoa,Orau,1,Taumata ohiti 1,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga katoa o Aotearoa,Orau,2,Taumata ohiti 2,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga katoa o Aotearoa,Orau,14,Taumata ohiti 3,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga katoa o Aotearoa,Orau,46,Taumata ohiti 4,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga katoa o Aotearoa,Orau,5,Taumata ohiti 1,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga katoa o Aotearoa,Orau,26,Taumata ohiti 2,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga katoa o Aotearoa,Orau,52,Taumata ohiti 3,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga katoa o Aotearoa,Orau,34,Taumata ohiti 4,1 me 2
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,"Nga umanga iti, wawaenga Maori",Orau,90,Taumata ohiti 1,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,"Nga umanga iti, wawaenga Maori",Orau,72,Taumata ohiti 2,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,"Nga umanga iti, wawaenga Maori",Orau,35,Taumata ohiti 3,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,"Nga umanga iti, wawaenga Maori",Orau,19,Taumata ohiti 4,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,"Nga umanga iti, wawaenga Maori",Orau,3,Taumata ohiti 1,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,"Nga umanga iti, wawaenga Maori",Orau,3,Taumata ohiti 2,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,"Nga umanga iti, wawaenga Maori",Orau,17,Taumata ohiti 3,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,"Nga umanga iti, wawaenga Maori",Orau,45,Taumata ohiti 4,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,"Nga umanga iti, wawaenga Maori",Orau,9,Taumata ohiti 1,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,"Nga umanga iti, wawaenga Maori",Orau,26,Taumata ohiti 2,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,"Nga umanga iti, wawaenga Maori",Orau,50,Taumata ohiti 3,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,"Nga umanga iti, wawaenga Maori",Orau,37,Taumata ohiti 4,1 me 2 me 4
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga tapoi Maori,Orau,63,Taumata ohiti 1,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga tapoi Maori,Orau,31,Taumata ohiti 2,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga tapoi Maori,Orau,0,Taumata ohiti 3,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga umanga tapoi Maori,Orau,0,Taumata ohiti 4,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga tapoi Maori,Orau,6,Taumata ohiti 1,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga tapoi Maori,Orau,13,Taumata ohiti 2,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga tapoi Maori,Orau,56,Taumata ohiti 3,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga umanga tapoi Maori,Orau,81,Taumata ohiti 4,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga tapoi Maori,Orau,31,Taumata ohiti 1,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga tapoi Maori,Orau,63,Taumata ohiti 2,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga tapoi Maori,Orau,44,Taumata ohiti 3,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga umanga tapoi Maori,Orau,19,Taumata ohiti 4,1 me 2 me 5
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga uepu Maori,Orau,92,Taumata ohiti 1,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga uepu Maori,Orau,69,Taumata ohiti 2,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga uepu Maori,Orau,46,Taumata ohiti 3,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere katoa ana mahi,Nga uepu Maori,Orau,38,Taumata ohiti 4,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga uepu Maori,Orau,8,Taumata ohiti 1,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga uepu Maori,Orau,8,Taumata ohiti 2,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga uepu Maori,Orau,15,Taumata ohiti 3,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,Kaore kau i mahi,Nga uepu Maori,Orau,23,Taumata ohiti 4,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga uepu Maori,Orau,8,Taumata ohiti 1,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga uepu Maori,Orau,31,Taumata ohiti 2,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga uepu Maori,Orau,54,Taumata ohiti 3,1 me 2 me 3
Ripanga 18,Nga umanga i haere katoa nga mahi i nga taumata ohiti COVID-19 rereke,Ma te momo umanga,I haere tetahi wahi o ana mahi,Nga uepu Maori,Orau,38,Taumata ohiti 4,1 me 2 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I urutomo ki etahi putea nama, ki etahi putea tutanga ranei",Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,16,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I tomo atu ki nga tautoko ahumoni a-kawanatanga,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,77,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakaritea e ratou he whakahekenga reti, he whakatarewatanga ranei ki te rangatira o te whare",Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,40,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I katia (t)etahi wahi o te umanga,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,8,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakapikia nga kaute taurewa ki te hunga whangai rawa mai,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakatarewatia, i whakakorea ranei etahi haumitanga rawa i whakamaheretia",Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,32,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakaheke nga hua hoko i whakawhatatia,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,24,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakaurutautia te umanga mo etahi makete hou,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,17,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakawhanuitia nga rawa me nga ratonga i tapaetia,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,14,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakahekea te whanui o nga rawa me nga ratonga i tapaetia,Nga umanga katoa o Aotearoa,Orau o te tapeke o nga umanga o ia momo umanga,18,2020,1
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I urutomo ki etahi putea nama, ki etahi putea tutanga ranei","Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,19,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I tomo atu ki nga tautoko ahumoni a-kawanatanga,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,77,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakaritea e ratou he whakahekenga reti, he whakatarewatanga ranei ki te rangatira o te whare","Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,38,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I katia (t)etahi wahi o te umanga,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,10,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakapikia nga kaute taurewa ki te hunga whangai rawa mai,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,14,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakatarewatia, i whakakorea ranei etahi haumitanga rawa i whakamaheretia","Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,37,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakaheke nga hua hoko i whakawhatatia,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,19,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakaurutautia te umanga mo etahi makete hou,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,22,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakawhanuitia nga rawa me nga ratonga i tapaetia,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakahekea te whanui o nga rawa me nga ratonga i tapaetia,"Nga umanga iti, wawaenga Maori",Orau o te tapeke o nga umanga o ia momo umanga,19,2020,1 me 3
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I urutomo ki etahi putea nama, ki etahi putea tutanga ranei",Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,8,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I tomo atu ki nga tautoko ahumoni a-kawanatanga,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,46,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakaritea e ratou he whakahekenga reti, he whakatarewatanga ranei ki te rangatira o te whare",Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I katia (t)etahi wahi o te umanga,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakapikia nga kaute taurewa ki te hunga whangai rawa mai,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,8,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakatarewatia, i whakakorea ranei etahi haumitanga rawa i whakamaheretia",Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,38,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakaheke nga hua hoko i whakawhatatia,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakaurutautia te umanga mo etahi makete hou,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,23,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakawhanuitia nga rawa me nga ratonga i tapaetia,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Nga rawa me nga ratonga: I whakahekea te whanui o nga rawa me nga ratonga i tapaetia,Nga uepu Maori,Orau o te tapeke o nga umanga o ia momo umanga,15,2020,1 me 2
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I urutomo ki etahi putea nama, ki etahi putea tutanga ranei",Nga umanga tapoi Maori,Orau o te tapeke o nga umanga o ia momo umanga,25,2020,1 me 4
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I tomo atu ki nga tautoko ahumoni a-kawanatanga,Nga umanga tapoi Maori,Orau o te tapeke o nga umanga o ia momo umanga,94,2020,1 me 4
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,"Te taha putea: I whakaritea e ratou he whakahekenga reti, he whakatarewatanga ranei ki te rangatira o te whare",Nga umanga tapoi Maori,Orau o te tapeke o nga umanga o ia momo umanga,56,2020,1 me 4
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I katia (t)etahi wahi o te umanga,Nga umanga tapoi Maori,Orau o te tapeke o nga umanga o ia momo umanga,31,2020,1 me 4
Ripanga 19,"Nga urupare umanga ki nga herenga o COVID-19 – nga rawa, nga ratonga me te ahumoni",Ma te momo umanga,Te taha putea: I whakapikia nga kaute taurewa ki te hunga whangai rawa mai,Nga umanga tapoi Maori,Orau o te tapeke o nga umanga o ia momo umanga,25,2020,1 me 4
